image_filename,final_country,final_city,final_place,date,description,transcription,reason,landmarks_identified,historical_record_uuid,,,,,,,,,,,,,
56ff442b-dd2e-549a-ac09-c59065002271.jpg,Sweden,Borgholm,Borgholm Castle Ruins,1930s,"Black‑and‑white postcard view taken from inside old stone ruins on a hill, looking out over dense forest toward a coastal town and harbor with sailing ships and buildings by the sea. The foreground shows thick, weathered castle walls and openings; in the distance a sailboat is visible on the water. Caption text is printed along the bottom edge in Swedish.","Borgholm från Slottsruinen.
Förlag: Nilssons Ateljé & Foto Magasin, Borgholm.","The caption states “Borgholm från Slottsruinen�?(Borgholm from the castle ruins) and the publisher line mentions Borgholm, identifying the location as the ruins of Borgholm Castle overlooking the town and harbor on the island of Öland in Sweden. The printing style, Swedish captioning, monochrome photograph, and layout resemble commercial Swedish postcards from roughly the 1920s�?940s; the ships and general look of the town suggest pre‑WWII, so the 1930s is a reasonable estimate.",Borgholms slott (https://www.wikidata.org/wiki/Q1589230),ffa14cf2-75d9-5d04-a277-268ff00c46ae,,,,,,,,,,,,,
5704ba8a-af9b-5b37-8454-fd3da059aebb.jpg,Sweden,Gothenburg,Gothenburg Museum of Art (Göteborgs Konstmuseum),1930s,"Black‑and‑white postcard showing a frontal view of a large, rectangular neoclassical/art‑deco style building with tall arched windows and circular medallions above them. The building stands at the top of a broad set of steps with flagpoles in the foreground. Printed captions appear along the bottom edge, including the name of the city and the art museum, a printer's mark, and collection information.","Göteborg. Konstmuseet.
GMA:7585:31
A.-B. GÖTEBORGS KONSTFÖRLAG.
Tillhör Göteborgs Stadsmuseum","The caption explicitly states “Göteborg. Konstmuseet.�? Swedish for Gothenburg Art Museum, and also lists a Gothenburg publishing company and the Gothenburg City Museum collection credit, clearly placing the scene in Gothenburg, Sweden. The architectural style of the museum building and the photographic/printing style suggest an early 20th‑century postcard, likely around the 1930s.",Göteborgs Konstmuseum (https://www.wikidata.org/wiki/Q1992004),fa30e986-b8d2-5ce9-8d93-6c13a4d90fcb,,,,,,,,,,,,,
57057fcd-1927-5523-93bf-be96b65902cf.jpg,Sweden,Nyköping,Måstena fideikommiss,1920s,"Black-and-white postcard showing a large manor house with a steep tiled roof, central gable, round attic windows and symmetrical façade, set in a formal garden with hedges, paths and small statues or urns. Mature trees frame the building. A caption is printed at the bottom left of the image.",Måstena Fideikommiss. Södermanland.,"The printed caption clearly names the estate as “Måstena Fideikommiss�?and locates it in “Södermanland,�?a province in Sweden, so the country is Sweden. Måstena Fideikommiss is a Swedish entailed estate (manor), fitting best under castle_or_palace. The photographic style, typography, and black‑and‑white halftone appearance resemble European picture postcards from the early 20th century; the architecture and surrounding landscaping also match that period, so the 1920s is a plausible estimate.",,944fde07-fda1-5016-9033-488d3630bcbe,,,,,,,,,,,,,
570be3d5-ebdd-54b8-9bcf-18dc0cc8f25d.jpg,France,Grenoble,Université de Grenoble,1910s,"Sepia-toned postcard showing a large classical-style university building with a symmetrical façade, mansard roof and many windows. It stands in front of a mountain backdrop with terraced slopes and fortification-like structures. Leafless trees line the street in front. Printed caption at the bottom reads in French about Grenoble and the university, with the initials 'LL' on the right and the number '99' on the left.",99   GRENOBLE. - L'UNIVERSITÉ.   LL,"The format, border, sepia tone, and caption style strongly indicate a vintage postcard. The printed text explicitly mentions 'GRENOBLE. - L'UNIVERSITÉ.', identifying the city and subject as the University of Grenoble in France. The style and printing (series number and 'LL' publisher mark typical of early 20th‑century French postcards) suggest a date around the 1910s.",,4899e97c-f86b-5ac4-bd59-d54865af7c71,,,,,,,,,,,,,
570f5ee8-20e6-5f41-a8a1-1417c329a838.jpg,Greece,Kifisia,Kefalari Square (Πλατεία Κεφαλαρίου),1920s,"A vintage-style colored postcard showing a tranquil outdoor cafe or park area with several wooden tables and chairs set up beneath large leafy trees. There is a small stone-lined canal or stream running through the middle, and at the far end, a round stone structure possibly covering a spring or fountain. People are casually gathered near the structure and along the tables. The overall setting appears lush and relaxed. Text is faintly visible in the lower left, and a watermark from elia.org.gr is present.",KHP.... KIFISIA,"The words 'KIFISIA' correspond to a well-known suburb of Athens, Greece, famous for its gardens and springs. The Greek language text also aligns with this. The colorization and style of the postcard are typical of early-to-mid 20th century prints, and the presence of outdoor seating next to a spring or stream is characteristic of Kifisia's historical open-air cafes.",,68756424-4a07-55ee-b2a3-6d601a73df2a,,,,,,,,,,,,,
57113fd1-dda6-5b85-bcfe-dc71ebc24967.jpg,Germany,Meißen,"Kaserne der Beobachtungs-Abteilung 4, Bohnitzsch, Großenhainer Straße",1930s,"Black‑and‑white postcard showing a large rectangular military barracks building with a dark tiled roof and many identical windows. A formation of uniformed soldiers stands in front of the central entrance. In the foreground there is an empty sports ground with a football goal. Handwritten numbers appear at the top right, and a German caption is printed along the lower edge.",Kaserne der Beobachtungs-Abt. 4 Meißen. 2. Batterie.,"The caption is in German and explicitly mentions a barracks (Kaserne) of Observation Battalion 4 in Meißen, which is a town in Germany. The style of the building, the soldiers�?uniforms, and the black‑and‑white photographic postcard format with scalloped edges suggest a pre‑World War II or early WWII era, most plausibly the 1930s. The subject is clearly a military installation, categorized here as a government facility.",,6adc2828-2088-5ef7-9433-e2c59192d856,,,,,,,,,,,,,
5714d864-abdf-5dca-8ffa-8417f5dcb832.jpg,Slovenia,Ljubljana,"Prešeren Square (Prešernov trg), Prešeren Monument",1900s,"Sepia photograph of a dense public gathering in a central square before an ornate Secession-era building with shopfronts labeled as a pharmacy. A tall sculptural monument stands to the right side of the square. The reverse shows multilingual 'Carte postale' layout with stamps and handwritten Slovenian/Croatian text, addressed to Ljubljana.","Carte postale
Cartolina postale
Post card
Union postale universelle
Correspondance
Adresse
Ljubljana
Narodna in univerzitetna knjižnica Ljubljana","The monument’s vertical composition and location in a crowded central square match the Prešeren Monument at Prešeren Square in Ljubljana; the facade behind includes a 'LEKARNA' (pharmacy) sign typical of that frontage. The address side contains Slovenian text with 'Ljubljana', and the library stamp is from Ljubljana, supporting a Slovenian origin. The style of the building and Austrian-era stamps suggest the early 1900s.",,71331883-eed1-5719-9506-91a2f2160244,,,,,,,,,,,,,
571c3b67-2236-596b-a690-7e5302170dac.jpg,Poland,Szklarska Poręba,Alte Schlesische Baude (Schronisko Pod Łabskim Szczytem),1930s,A vintage monochrome winter scene showing a snow-covered path leading downhill between heavily laden fir trees toward a chalet-style building in the distance. Mountains or hills are visible on the horizon. On the right side there is printed handwritten-style text in German giving the location and elevation.,"Königsburg
bei Schreiberhau, Riesengebirge
1100 m ü. M.","The text is in German and mentions 'Schreiberhau, Riesengebirge' at 1100 m above sea level. Schreiberhau is the former German name of present-day Szklarska Poręba in the Giant Mountains (Riesengebirge), now in Poland. The building name 'Königsburg' suggests a local mountain hut or guesthouse. The sepia tone, border style, and typography resemble interwar European postcards, making the 1930s a plausible date.",,fd9d4d9f-8546-51b0-a82a-01ba4f5ed6bb,,,,,,,,,,,,,
571e1fb2-18a3-5be4-a28b-6b1893969ef9.jpg,Bulgaria,Varna,,1930s,"Black‑and‑white photograph of a street procession or parade in a European city. Men in suits and hats march in front while a mixed group of men and women follow behind. Some participants carry large placards with Cyrillic text and a large flag. The street is lined with multi‑story buildings with shops and awnings, and crowds stand on the sidewalks watching the march.","ТРЕМСКА ОБЩИНА
ДА ЖИВЕЕ ИДЕАЛОГА НА СЕЛСКОСТОП. СЪЮЗ
ОТ ДИРЕКТОРА Б. КАЗАНЛИЕВ","The placards use Bulgarian Cyrillic and vocabulary, such as “д�?живее�?(long live), “съюз�?(union) and the specifically Bulgarian spelling “община�?(municipality), strongly indicating Bulgaria. The clothing style (men in wide‑lapel suits and fedoras, women’s dresses) and the photographic quality suggest the interwar period, most likely the 1930s. The scene is a civic or political parade on a commercial street; no unique monument or easily identifiable landmark is visible, so the precise city and street cannot be determined.",,5a56cfee-831a-57d7-804f-5213a1d381cb,,,,,,,,,,,,,
571ec29d-6207-53ec-ac42-6941fc31ab7e.jpg,Bulgaria,Varna,Sv. Sv. Konstantin i Elena (Saints Constantine and Helena Resort),1930s,"A black and white photograph featuring a group of people dressed in 1930s attire, likely posing together on a pier or an open deck, possibly by the sea. There is no prominent monument or landmark visible in the background, only some railing and poles. The reverse side contains handwritten Cyrillic script and an ink stamp.","Варна 2.VII.1933 год.
Фотография на младежка група при Ман. Св. Климент 'студентин' - по случай победа на Недко Кунаков за 2-уят български-Варна.","The Cyrillic script and references in the text (notably 'Варна', or Varna, a major Bulgarian city) suggest Bulgaria as the country of origin. The date on the card is 1933. The clothing style and photographic technique correspond to this period. There is no dominant building or world-famous landmark in the photo, so 'others' is selected for type.",,b2ad8047-4ab6-5468-814d-face4db062ad,,,,,,,,,,,,,
57210776-9897-5ea5-ba19-5769dcff5c54.jpg,Spain,Barcelona,"Columbus Monument (Mirador de Colom), Port of Barcelona (Puerta de la Paz y Aduana)",1920s,"The postcard features a sepia-toned image of a busy waterfront scene with small boats docked in the foreground. Behind the harbor, there is an ornate building and a very tall monument with a statue on top. People are visible walking along the promenade and steps. The monument and buildings evoke a historic European city. There is printed text at the top right, and the card’s edges show signs of aging.","BARCELONA - PUERTA DE LA PAZ Y ADUANA
M.C.D.2020","The text 'BARCELONA - PUERTA DE LA PAZ Y ADUANA' clearly identifies the location as Barcelona, at the Port of Peace and Customs House area. The tall column with a statue matches the famous Columbus Monument (Mirador de Colom) at the lower end of La Rambla, near the waterfront. The style and sepia tone, along with the fashion and boats, suggest an early 20th century (1920s) origin.", Columbus Monument (https://www.wikidata.org/wiki/Q2288815),dfc51550-2956-548b-abe9-bd6a1520f2a1,,,,,,,,,,,,,
572491bb-c465-5fcb-a8e3-9d9e26fbb903.jpg,Sweden,Landskrona,,1910s,"Black-and-white image of a steam cargo ship on calm water, viewed in profile. The vessel bears large painted markings on its side including crosses and text, and has a single funnel with a geometric emblem. The background shows a low shoreline or harbor structures. The ship's stern flies a small flag.","STUREBORG-SVERIGE
C. INTERNATIONAL","The word “SVERIGE�?on the hull is Swedish for Sweden, strongly suggesting Swedish origin. The ship name “STUREBORG�?is also consistent with Swedish naming conventions. The vessel’s design—single funnel, cargo configuration, and black‑and‑white photograph style—resembles early 20th‑century steamships, particularly from the 1910s era. The layout and subject fit common maritime postcard themes from that period.",,069db86f-cecc-517a-abe9-d9e1122a7481,,,,,,,,,,,,,
